iter	Logloss
334	0.359052208
335	0.3589780786
336	0.3586681666
337	0.3586329342
338	0.3585240868
339	0.3584864541
340	0.3583660769
341	0.358228062
342	0.3580985123
343	0.3579762062
344	0.3577778205
345	0.3574655297
346	0.3573194354
347	0.3572637579
348	0.357133501
349	0.3570108949
350	0.3569787915
351	0.3567786913
352	0.3565408942
353	0.3564270962
354	0.3564130805
355	0.35634283
356	0.3562021577
357	0.3560934603
358	0.3558936601
359	0.3558142587
360	0.3556982748
361	0.3554932241
362	0.3553597097
363	0.3552070789
364	0.3551734324
365	0.3551414147
366	0.3549566805
367	0.3549514513
368	0.3548087645
369	0.3546782719
370	0.3545654383
371	0.3545143042
372	0.3544457682
373	0.3542631128
374	0.3541245193
375	0.353982754
376	0.3538266514
377	0.3537944408
378	0.3536327448
379	0.3535216471
380	0.3534096064
381	0.3533552363
382	0.3532329945
383	0.3530631119
384	0.3529684088
385	0.352881678
386	0.3527977547
387	0.352676113
388	0.352669448
389	0.3525291186
390	0.3523069232
391	0.3521092876
392	0.3520136201
393	0.3518658113
394	0.3517866242
395	0.3515169379
396	0.3512906921
397	0.3511125586
398	0.3508740972
399	0.3504244558
400	0.3503384751
401	0.3502206695
402	0.3499355316
403	0.3497618772
404	0.3496359707
405	0.3495889728
406	0.3494773393
407	0.3494723245
408	0.3493516686
409	0.3491903584
410	0.3491280588
411	0.3490865257
412	0.3490057956
413	0.3488302767
414	0.3487492679
415	0.3485889435
416	0.348429712
417	0.3482160032
418	0.3481970369
419	0.3481282652
420	0.3480049519
421	0.3478734734
422	0.3477362943
423	0.3477310224
424	0.347626954
425	0.3475815848
426	0.3474858316
427	0.3473688404
428	0.3473020404
429	0.3469870278
430	0.3469634967
431	0.3468207884
432	0.3466433193
433	0.3465850059
434	0.3464464338
435	0.3463509806
436	0.3461150266
437	0.3458936241
438	0.3457212555
439	0.3456109508
440	0.3454329244
441	0.3452943095
442	0.3451805115
443	0.3449971917
444	0.3448932733
445	0.3447077676
446	0.344427816
447	0.3443602444
448	0.3442634197
449	0.3441901903
450	0.3441648805
451	0.3439469498
452	0.3438568544
453	0.3437624728
454	0.3435659087
455	0.3434999445
456	0.3434027983
457	0.3431798099
458	0.343063826
459	0.3427836386
460	0.3425182814
461	0.3424381299
462	0.3423561353
463	0.3422564389
464	0.3419182595
465	0.3418161414
466	0.3416344289
467	0.3416105978
468	0.341608519
469	0.3414245563
470	0.3411326462
471	0.3410518303
472	0.3409553914
473	0.3409071076
474	0.3407633706
475	0.3405911735
476	0.3405515478
477	0.3404486153
478	0.3402947629
479	0.3402381211
480	0.3401914875
481	0.3400806256
482	0.3399909373
483	0.3399581481
484	0.3399252731
485	0.3398292199
486	0.3397521758
487	0.3397198795
488	0.3396509363
489	0.3396210403
490	0.3395213009
491	0.3394923692
492	0.33930127
493	0.33911585
494	0.3390174823
495	0.3389487106
496	0.3387728702
497	0.3386057736
498	0.338442856
499	0.3383271292
500	0.3381040123
501	0.3380164243
502	0.3379995368
503	0.3379327581
504	0.3379077268
505	0.3377193922
506	0.3376525279
507	0.3376002365
508	0.3375288931
509	0.3374250605
510	0.3373960645
511	0.3372865741
512	0.3370485627
513	0.3368420119
514	0.3366656571
515	0.3365618674
516	0.3364258027
517	0.336425074
518	0.3362752722
519	0.3361392718
520	0.3359408432
521	0.335758295
522	0.335757202
523	0.3356499833
524	0.335535971
525	0.3354855655
526	0.3353522226
527	0.3352702923
528	0.3352536834
529	0.3352362172
530	0.3348190651
531	0.3346941444
532	0.3346097496
533	0.3345260834
534	0.3344714561
535	0.3343833323
536	0.3343746743
537	0.3342283442
538	0.3341687235
539	0.3341101314
540	0.3340539825
541	0.3339894113
542	0.333866698
543	0.3336241218
544	0.333574295
545	0.3334698623
546	0.3334179782
547	0.3334046267
548	0.333319439
549	0.333266869
550	0.3331881748
551	0.3331777808
552	0.3331019155
553	0.3330403446
554	0.3329539353
555	0.3329036155
556	0.3327190528
557	0.3325632288
558	0.3323591211
559	0.3322884635
560	0.3321931603
561	0.3320711114
562	0.3317895739
563	0.3316634532
564	0.3315776439
565	0.3313641066
566	0.3311538696
567	0.331008954
568	0.3309431183
569	0.3309427754
570	0.3308419003
571	0.3306749322
572	0.330615483
573	0.3303950878
574	0.3303182366
575	0.3303135647
576	0.3301790002
577	0.3300997702
578	0.3300265837
579	0.3299872152
580	0.3298075815
581	0.3297047133
582	0.3295446246
583	0.3294064382
584	0.3292608154
585	0.3291940153
586	0.3291658552
587	0.3289470887
588	0.3286437345
589	0.3286432202
590	0.3285261004
591	0.3283920717
592	0.3282821741
593	0.3282641079
594	0.3280486203
595	0.327981113
596	0.3277296431
597	0.3275259639
598	0.3274078369
599	0.3272627498
600	0.3271696541
601	0.3269880488
602	0.3268761581
603	0.3267527377
604	0.32656286
605	0.3264638922
606	0.3263797117
607	0.3262816011
608	0.3261284132
609	0.3260705284
610	0.3259177047
611	0.3258240946
612	0.3257301416
613	0.3256492186
614	0.3255333633
615	0.3253821469
616	0.3253614447
617	0.3251964483
618	0.325178425
619	0.3251116463
620	0.3250213794
621	0.3248834074
622	0.3248476393
623	0.3247631373
624	0.3246747563
625	0.3245867826
626	0.3243352911
627	0.3243155319
628	0.3242881861
629	0.3239570361
630	0.3239166817
631	0.3238863141
632	0.3237962187
633	0.3237390411
634	0.3236525675
635	0.3235544783
636	0.3232883925
637	0.3232482739
638	0.3231300611
639	0.3231086731
640	0.3229643575
641	0.3228416229
642	0.3227730226
643	0.3226820485
644	0.3226282784
645	0.3225628928
646	0.3223755226
647	0.3222189485
648	0.3220402793
649	0.3218167337
650	0.3215952455
651	0.321466103
652	0.3213904091
653	0.3213297812
654	0.321182101
655	0.3211714069
656	0.3211070714
657	0.3210990563
658	0.3209488472
659	0.3208560301
660	0.3207191296
661	0.3205210654
662	0.3204734031
663	0.3202673237
664	0.320071424
665	0.3200413779
666	0.3198520789
667	0.3198171251
668	0.319752511
669	0.3197110637
670	0.3196216969
671	0.3195522823
672	0.3193334515
673	0.3191393949
674	0.3190444989
675	0.3189599112
676	0.3188400269
677	0.3185540103
678	0.3184276109
679	0.3182636432
680	0.3182223245
681	0.3181465235
682	0.3181322291
683	0.3179912996
684	0.3178673219
685	0.317866979
686	0.317764818
687	0.3175813053
688	0.3174780085
689	0.3174104583
690	0.3173500232
691	0.3172161659
692	0.3170117368
693	0.3167884055
694	0.3166753147
695	0.3166470903
696	0.3166382607
697	0.3164570841
698	0.3164218088
699	0.3161145114
700	0.3160982025
701	0.3159581302
702	0.3158577265
703	0.3158045565
704	0.3157429642
705	0.3155676381
706	0.3154192721
707	0.3153007807
708	0.3152339378
709	0.3151493073
710	0.3150151285
711	0.3148441529
712	0.31463158
713	0.314522111
714	0.3144713627
715	0.314321668
716	0.3142234288
717	0.3140518103
718	0.3139610505
719	0.313839023
720	0.3136982007
721	0.313600583
722	0.3135800308
723	0.3135559211
724	0.3134642183
725	0.3133600642
726	0.3132018186
727	0.3129625213
728	0.3129097371
729	0.3127631927
730	0.3126227775
731	0.312512087
732	0.3123040789
733	0.3121655282
734	0.3121367465
735	0.31206281
736	0.3117362033
737	0.3116065679
738	0.3115122291
739	0.311383301
740	0.3113093215
741	0.3111736426
742	0.3110497293
743	0.3109022419
744	0.3108497362
745	0.3108096819
746	0.3107821004
747	0.3107018631
748	0.3105041204
749	0.3104113032
750	0.3103381382
751	0.3101528253
752	0.3099595402
753	0.30987806
754	0.3097234576
755	0.3096078594
756	0.3094571146
757	0.3094102667
758	0.3092651796
759	0.3090944612
760	0.3090331045
761	0.3089981508
762	0.3088444699
763	0.3088292325
764	0.3086841026
765	0.3086238818
766	0.3082888314
767	0.3082210669
768	0.3082051652
769	0.3080080011
770	0.3078851593
771	0.3077373933
772	0.3076674644
773	0.3075252276
774	0.3073865483
775	0.3072419113
776	0.3070438685
777	0.3069326636
778	0.3069156047
779	0.3068088789
780	0.3066628917
781	0.3065978704
782	0.3064720497
783	0.306410393
784	0.3064020564
785	0.3063076319
786	0.3061721887
787	0.3061137467
788	0.3059965841
789	0.3059292268
790	0.3057159681
791	0.3056088137
792	0.3054353092
793	0.3053735026
794	0.3053022449
795	0.3050931866
796	0.3050910435
797	0.3050086418
798	0.3049556646
799	0.3048244648
800	0.3047607079
801	0.3046712554
802	0.3046073485
803	0.3045291258
804	0.304473084
805	0.3044331154
806	0.3041742303
807	0.3040737624
808	0.3040378013
809	0.303993868
810	0.3037485487
811	0.3036634681
812	0.3036381797
813	0.3035405191
814	0.3035121018
815	0.3034263782
816	0.3033194381
817	0.3032858345
818	0.3030677967
819	0.3030292211
820	0.3029590564
821	0.3027840089
822	0.302702893
823	0.302617641
824	0.3025029429
825	0.3024085827
826	0.3022004888
827	0.302149269
828	0.3019351531
829	0.3018161045
830	0.3017539978
831	0.3016303416
832	0.3015733569
833	0.3014632236
834	0.3013883869
835	0.3010759675
836	0.3009269371
837	0.3008139964
838	0.3007552972
839	0.3006812964
840	0.3005234365
841	0.300373056
842	0.3002950047
843	0.3001046127
844	0.2999165996
845	0.2997881
846	0.2996958615
847	0.2995473026
848	0.299424075
849	0.2993369585
850	0.2992514492
851	0.2992020296
852	0.299087803
853	0.2989447947
854	0.2989064763
855	0.2988530277
856	0.2987416942
857	0.2986021363
858	0.2984295106
859	0.298340401
860	0.2982905313
861	0.2982305677
862	0.29810674
863	0.2979108403
864	0.2978720076
865	0.297824431
866	0.2976645995
867	0.2975450151
868	0.2973845835
869	0.2972292739
870	0.2971834976
871	0.2970645133
872	0.2969523441
873	0.2968310453
874	0.2966891514
875	0.2965528724
876	0.2964954376
877	0.2962459607
878	0.2961658521
879	0.2960175932
880	0.2959584868
881	0.2957720381
882	0.2955608582
883	0.2954962227
884	0.2954322301
885	0.2952864572
886	0.295099237
887	0.2950196641
888	0.295014585
889	0.2949074734
890	0.2949002298
891	0.294839409
892	0.2947662868
893	0.2946858781
894	0.294525768
895	0.2944223425
896	0.2942736336
897	0.2940954573
898	0.2938761122
899	0.2938353721
900	0.2938038044
901	0.2937302322
902	0.2935480696
903	0.2933623496
904	0.2932722113
905	0.2930104331
906	0.2928861125
907	0.2927617705
908	0.2924850978
909	0.2923416609
910	0.2923085073
911	0.2921408964
912	0.2920968131
913	0.2920233051
914	0.2919423607
915	0.2917945733
916	0.2914840184
917	0.2914506505
918	0.2911351022
919	0.2909653481
920	0.2908485498
921	0.2906890183
922	0.2904345266
923	0.2903424381
924	0.2902445418
925	0.2902240967
926	0.2900498637
927	0.2899509816
928	0.2898822742
929	0.2897922002
930	0.2897053408
931	0.2896083232
932	0.2894739944
933	0.2893805772
934	0.2891852561
935	0.2891469377
936	0.2891147056
937	0.2890124803
938	0.2889331432
939	0.2888339611
940	0.2887472946
941	0.2886891954
942	0.2886367541
943	0.2884439618
944	0.2883825409
945	0.2883066542
946	0.2882307245
947	0.288177876
948	0.2881323139
949	0.2879635672
950	0.2878992102
951	0.2875843691
952	0.2873450719
953	0.2872871013
954	0.2872713496
955	0.2872077856
956	0.2869861903
957	0.2869184687
958	0.2868633056
959	0.2868281375
960	0.2867962698
961	0.2866544616
962	0.2865300125
963	0.2864475036
964	0.2862775995
965	0.2861303265
966	0.2859054308
967	0.2857039805
968	0.285666155
969	0.2855430774
970	0.2855007943
971	0.2854276293
972	0.2851467775
973	0.2850119344
974	0.2849258251
975	0.2848751411
976	0.2848283361
977	0.2845963467
978	0.2845563567
979	0.2844981504
980	0.284450231
981	0.2844046046
982	0.2842918139
983	0.2841910887
984	0.2841507558
985	0.2840765407
986	0.2839238028
987	0.2837598994
988	0.2835307603
989	0.2834755544
990	0.2834258347
991	0.2833848589
992	0.2833287314
993	0.2831595774
994	0.2830158191
995	0.2827901519
996	0.2827049641
997	0.2826376497
998	0.2824960344
999	0.2824327062
