Reviews: Review Count - 30 days drop %,New Offer Count: 30 days drop %,Type,Locale,Image,Image Count,Title,Binding,Sales Rank: Subcategory Sales Ranks,Bought in past month,Description & Features: Description,Description & Features: Feature 1,Description & Features: Feature 2,Description & Features: Feature 3,Description & Features: Feature 4,Description & Features: Feature 5,Sales Rank: Current,Sales Rank: 30 days avg.,Sales Rank: 90 days avg.,Sales Rank: 180 days avg.,Sales Rank: 1 day drop %,Sales Rank: 7 days drop %,Sales Rank: 30 days drop %,Sales Rank: 90 days drop %,Sales Rank: Price drop since last visit,Sales Rank: Drop % since last visit,Sales Rank: Last visit,Sales Rank: Lowest,Sales Rank: Highest,Sales Rank: Drops last 30 days,Sales Rank: Drops last 90 days,Sales Rank: Drops last 180 days,Sales Rank: Reference,Reviews: Rating,Reviews: Review Count,Reviews: Review Count - 30 days avg.,Reviews: Review Count - 90 days avg.,Reviews: Review Count - 180 days avg.,Reviews: Review Count - 1 day drop %,Reviews: Review Count - 7 days drop %,Reviews: Review Count - 90 days drop %,Ratings - Format Specific,Review Count - Format Specific,Last Price Change,Last Update,Last Offer Update,Amazon: Lowest,Amazon: Highest,Amazon: 90 days OOS,Amazon: Availability of the Amazon offer,MAP restriction,New: Current,Buy Box Seller,Buy Box: % Top Seller 30 days,Buy Box: % Top Seller 90 days,Buy Box: % Top Seller 180 days,Buy Box: % Top Seller 365 days,Buy Box: Winner Count 30 days,Buy Box: Winner Count 90 days,Buy Box: Winner Count 180 days,Buy Box: Winner Count 365 days,New: 30 days avg.,New: 90 days avg.,New: 180 days avg.,New: 1 day drop %,New: 7 days drop %,New: 30 days drop %,New: 90 days drop %,New: Price drop since last visit,New: Drop % since last visit,New: Last visit,New: Lowest,New: Highest,New: 90 days OOS,"New, 3rd Party FBA: Current","New, 3rd Party FBA: 30 days avg.","New, 3rd Party FBA: 90 days avg.","New, 3rd Party FBA: 180 days avg.","New, 3rd Party FBA: 1 day drop %","New, 3rd Party FBA: 7 days drop %","New, 3rd Party FBA: 30 days drop %","New, 3rd Party FBA: 90 days drop %","New, 3rd Party FBA: Last visit","New, 3rd Party FBA: Lowest","New, 3rd Party FBA: Highest",Lowest FBA Seller,FBA Pick&Pack Fee,Referral Fee %,Referral Fee based on current Buy Box price,"New, 3rd Party FBM 🚚: Current","New, 3rd Party FBM 🚚: 30 days avg.","New, 3rd Party FBM 🚚: 90 days avg.","New, 3rd Party FBM 🚚: 180 days avg.","New, 3rd Party FBM 🚚: 1 day drop %","New, 3rd Party FBM 🚚: 7 days drop %","New, 3rd Party FBM 🚚: 30 days drop %","New, 3rd Party FBM 🚚: 90 days drop %","New, 3rd Party FBM 🚚: Price drop since last visit","New, 3rd Party FBM 🚚: Drop % since last visit","New, 3rd Party FBM 🚚: Last visit","New, 3rd Party FBM 🚚: Lowest","New, 3rd Party FBM 🚚: Highest",Lowest FBM Seller,Used: Lowest,Used: Highest,Used: 90 days OOS,List Price: 30 days avg.,List Price: 90 days avg.,List Price: 180 days avg.,List Price: Lowest,List Price: Highest,Lightning Deals: Upcoming Deal,Buy Box Used: Is FBA,Warehouse Deals: Lowest,Warehouse Deals: Highest,New Offer Count: Current,New Offer Count: 30 days avg.,New Offer Count: 90 days avg.,New Offer Count: 180 days avg.,New Offer Count: 1 day drop %,New Offer Count: 7 days drop %,New Offer Count: 90 days drop %,"Count of retrieved live offers: New, FBA","Count of retrieved live offers: New, FBM",Buy Box 🚚: Current,Buy Box 🚚: 30 days avg.,Buy Box 🚚: 90 days avg.,Buy Box 🚚: 180 days avg.,Buy Box 🚚: 1 day drop %,Buy Box 🚚: 7 days drop %,Buy Box 🚚: 30 days drop %,Buy Box 🚚: 90 days drop %,Buy Box 🚚: Price drop since last visit,Buy Box 🚚: Drop % since last visit,Buy Box 🚚: Last visit,Buy Box 🚚: Lowest,Buy Box 🚚: Highest,Buy Box 🚚: Stock,Buy Box 🚚: 90 days OOS,Buy Box 🚚: Availability of the Buy Box,Buy Box: Is FBA,Buy Box: Unqualified,Competitive Price Threshold,Suggested Lower Price,Buy Box: Pre-order,Buy Box: Back-order,Buy Box: Prime exclusive,Buy Box Eligible Offer Counts: New FBA,Buy Box Eligible Offer Counts: New FBM,Buy Box Eligible Offer Counts: Used FBA,Buy Box Eligible Offer Counts: Used FBM,Buy Box Eligible Offer Counts: Collectible FBA,Buy Box Eligible Offer Counts: Collectible FBM,Buy Box Eligible Offer Counts: Refurbished FBA,Buy Box Eligible Offer Counts: Refurbished FBM,Product Codes: EAN,Tracking since,Listed since,URL: Amazon,URL: Keepa,Categories: Root,Categories: Sub,Categories: Tree,Categories: Launchpad,ASIN,Product Codes: UPC,Product Codes: PartNumber,Parent ASIN,Variation ASINs,Variation Count,Freq. Bought Together,Manufacturer,Brand,Product Group,Model,Variation Attributes,Color,Size,Number of Items,Release Date,Package: Dimension (cm³),Package: Length (cm),Package: Width (cm),Package: Height (cm),Package: Weight (g),Package: Quantity,Item: Dimension (cm³),Item: Length (cm),Item: Width (cm),Item: Height (cm),Item: Weight (g),Is HazMat,Adult Product,Trade-In Eligible,Prime Eligible (Buy Box),Subscribe and Save
0 %,14 %,SOCKS,com,https://m.media-amazon.com/images/I/81aZrVdZWUL.jpg,1,"Cuddl Duds Womens 6 Pack Supersoft Warm Crew Socks (Ladies Shoe Size 4-10, Black Fashion New)",,# 415 | Top 1.12% | Women's Calf Socks,50.0,,,,,,,185219.0,159877.0,103467.0,98590.0,-35 %,-12 %,-16 %,-79 %,,,,21862.0,546688.0,35.0,101.0,190.0,"Clothing, Shoes & Jewelry",4.5,1389.0,1385.0,1372.0,1388.0,0 %,0 %,-1 %,34.0,10.0,2024/03/21 18:48,2024/03/22 17:24,2024/03/21 16:50,0.0,0.0,100 %,no Amazon offer exists,no,22.85,3rd Party (A1I1ZOES2QMKCQ),65 %,47 %,24 %,12 %,4.0,5.0,15.0,20.0,23.07,24.33,23.62,0 %,0 %,1 %,6 %,0.0,,0.0,11.98,32.5,0 %,0.0,29.23,27.12,23.93,,,,,0.0,18.0,31.88,,6.83,17.01 %,3.89,22.85,23.07,24.48,23.86,0 %,0 %,1 %,7 %,0.0,,0.0,11.98,38.91,A3W51SSVV27733,0.0,0.0,100 %,29.99,29.99,29.99,29.99,29.99,no,no,0.0,0.0,6.0,7.0,5.0,5.0,0 %,0 %,-20 %,0.0,6.0,22.87,23.09,23.97,23.51,0 %,0 %,1 %,5 %,0.0,,0.0,11.98,31.88,7.0,5 %,In Stock,no,no,0.0,,no,no,no,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0047556064902,2021/09/28,2018/01/13,https://www.amazon.com/dp/B09H7K8JYV?psc=1,https://keepa.com/#!product/1-B09H7K8JYV,"Clothing, Shoes & Jewelry",Calf Socks,"Clothing, Shoes & Jewelry › Women › Clothing › Socks & Hosiery › Socks › Calf Socks",no,B09H7K8JYV,047556064902,B09H7K8JYV_CA NARF,B078ZL3LH1,"B08G1VDFSW,B09H7K8JYV,B09H7H8T3L,B09H7HK7Y1",4,,,Cuddl Duds,Apparel,B09H7K8JYV_CA NARF,Size: Medium; Color: Black Fashion New;,Black Fashion New,Medium,,,5388.0,23.8,23.1,9.8,322.0,1.0,,,,,,no,no,no,no,no
-1 %,-15 %,SOCKS,com,https://m.media-amazon.com/images/I/61C5wDgDiLL.jpg,1,"Omni-Wool Merino Wool Medium Hiker (3-Pack) (Navy, Charcoal, Taupe, Large)",,,50.0,,,,,,,,455324.0,324969.0,336201.0,,,,,,,160504.0,8474.0,1023718.0,21.0,112.0,229.0,,4.6,104.0,103.0,100.0,112.0,0 %,0 %,-4 %,91.0,18.0,2024/03/22 20:36,2024/03/22 20:36,2024/03/22 18:04,0.0,0.0,100 %,no Amazon offer exists,no,25.05,3rd Party (A3DNZZNEIH49X4),44 %,45 %,51 %,29 %,9.0,13.0,23.0,40.0,24.98,26.19,28.02,0 %,0 %,0 %,4 %,0.0,,0.0,10.99,42.45,0 %,25.42,25.73,26.45,28.35,5 %,4 %,1 %,4 %,0.0,12.72,39.99,A3C5U8KQEFK7FS,6.02,17 %,4.26,25.05,25.19,26.4,30.03,0 %,0 %,1 %,5 %,0.0,,0.0,10.99,43.96,A3DNZZNEIH49X4,0.0,0.0,100 %,32.0,32.0,32.0,16.99,39.99,no,no,0.0,0.0,15.0,13.0,13.0,11.0,-15 %,-15 %,-15 %,7.0,7.0,25.05,25.28,26.33,28.64,0 %,1 %,1 %,5 %,0.0,,0.0,12.72,43.59,4.0,0 %,In Stock,no,no,0.0,,no,no,no,,,,,,,,,0053455087706,2020/06/08,2020/04/23,https://www.amazon.com/dp/B087KNHCJ2,https://keepa.com/#!product/1-B087KNHCJ2,Sports & Outdoors,"Camping & Hiking, Men, Socks",Sports & Outdoors › Outdoor Recreation › Camping & Hiking,no,B087KNHCJ2,053455087706,,,,0,B07XH59484,,Omni-Wool,Apparel,,,"Charcoal,navy,taupe",Large,,,3309.0,25.8,12.1,10.6,290.0,0.0,,,,,,no,no,no,no,no
-1 %,14 %,SOCKS,com,https://m.media-amazon.com/images/I/71DvOLYElNL.jpg;https://m.media-amazon.com/images/I/91CHcUJ1oHL.jpg,2,"Omni-Wool Merino Wool Medium Hiker (3-Pack) (Brown/Red, Denim/Navy, Charcoal/Light Grey, Large)",,"# 20,826 | Top 0.03% | Men's Fashion; # 6,389 | Top 0.29% | Camping & Hiking Equipment; # 126 | Top 1.01% | Men's Hiking Socks",100.0,,"Large - Men's Shoe Size 9-12 / Women's 10+ 56% Fine Merino Wool, 25% Nylon, 18% Acrylic, 1% LYCRA Spandex","Incredible moisture management, won't itch. Ultra-fine Merino wool wicks moisture and prevents blisters.","Cushioned footbed retains and regains it's impact resistance. Arch Support band improves fit, feel, and circulation.","Ventilation panels improve airflow and moisture management. Stay up, comfort band.","Made In the USA (of imported fibers) by Crescent Sock Company in Niota, TN",30674.0,46315.0,46315.0,46315.0,31 %,34 %,34 %,34 %,"164,151",84 %,194825.0,8474.0,481561.0,7.0,7.0,7.0,Sports & Outdoors,4.7,189.0,188.0,184.0,185.0,0 %,0 %,-3 %,87.0,20.0,2024/03/22 21:04,2024/03/22 21:04,2024/03/22 01:04,0.0,0.0,100 %,no Amazon offer exists,no,14.57,3rd Party (AG1TBB9OQRAA3),41 %,18 %,14 %,10 %,11.0,22.0,29.0,54.0,16.02,21.55,25.55,1 %,1 %,9 %,32 %,10.06,41 %,24.63,12.8,45.0,0 %,14.66,16.45,24.82,28.11,0 %,1 %,11 %,41 %,0.0,14.64,39.99,,6.02,5.03 %,0.73,17.23,17.09,21.94,26.43,0 %,-3 %,-1 %,21 %,7.4,30 %,24.63,12.8,42.27,A3ONK5NUXOLAAP,0.0,0.0,100 %,25.99,27.77,28.73,19.5,39.99,no,no,0.0,0.0,25.0,29.0,22.0,18.0,0 %,4 %,-14 %,10.0,11.0,14.6,16.47,22.3,26.28,0 %,1 %,11 %,35 %,10.09,41 %,24.69,14.6,45.0,3.0,0 %,In Stock,yes,no,0.0,,no,no,no,,,,,,,,,0053455087720,2020/05/31,2020/04/23,https://www.amazon.com/dp/B087KGX894?psc=1,https://keepa.com/#!product/1-B087KGX894,Sports & Outdoors,"Camping & Hiking, Men, Socks",Sports & Outdoors › Outdoor Recreation › Camping & Hiking,no,B087KGX894,053455087720,,B087KZQRCC,"B087KPRHS1,B087KGX894,B0CKTR6XKF,B0CKTRT2Q8",4,"B01ICEW9KO, B01MZZRLTI",,Omni-Wool,Apparel,,"Size: Large; Color: Brown/Red, Denim/Navy, Charcoal/Light Grey;","Brown/Red, Denim/Navy, Charcoal/Light Grey",Large,,,3363.0,27.3,12.7,9.7,299.0,0.0,,,,,,no,no,no,yes,no
0 %,18 %,SOCKS,com,https://m.media-amazon.com/images/I/41wZhHC8zgL.jpg;https://m.media-amazon.com/images/I/41bgl4qyPPL.jpg;https://m.media-amazon.com/images/I/51JQpCqDDQL.jpg;https://m.media-amazon.com/images/I/51DzhJFpnEL.jpg,4,"Kirkland Signature Women's Women's' Quarter Trail Merino Wool Socks, Gray, 10",,"# 389,528 | Top 0.21% | Women's Fashion; # 37,330 | Top 1.27% | Camping & Hiking Equipment; # 235 | Top 0.78% | Women's Hiking Socks",,"*Cushioned Foot with Durable Reinforced Heel and Toe. *Arch Support. Smooth Finish Toe Seam. *Moisture-Wicking. *53% Merino Wool, 45% Nylon, 2% Spandex. *Fits Shoe Size: 5-10. *Made in USA.",Cushioned Foot with Durable Reinforced Heel and Toe.,Arch Support. Smooth Finish Toe Seam.,Moisture-Wicking.,Fits Shoe Size: 5-10.,Made in USA.,162380.0,199497.0,199497.0,199497.0,-3 %,19 %,19 %,19 %,,,,124110.0,298024.0,4.0,4.0,4.0,Sports & Outdoors,4.2,108.0,108.0,108.0,107.0,0 %,0 %,0 %,44.0,12.0,2024/03/22 01:38,2024/03/22 15:46,2024/03/20 22:22,0.0,0.0,100 %,no Amazon offer exists,no,15.89,3rd Party (A2WBQNURXTIWDF),52 %,41 %,35 %,32 %,5.0,5.0,7.0,12.0,15.9,15.89,15.88,3 %,1 %,0 %,0 %,0.0,,0.0,9.88,19.88,0 %,16.99,16.49,16.76,16.75,-1 %,-4 %,-3 %,-1 %,0.0,9.88,22.99,A1WUZVFOLTZFNZ,5.32,10.01 %,1.59,15.89,15.89,15.89,15.93,0 %,0 %,0 %,0 %,0.0,,0.0,9.99,19.88,A37T6TXNSX3Q4J,0.0,0.0,100 %,14.39,14.39,14.39,14.39,19.88,no,no,0.0,0.0,9.0,11.0,11.0,11.0,0 %,10 %,18 %,4.0,5.0,15.89,16.11,15.99,15.97,5 %,2 %,1 %,1 %,0.0,,0.0,9.88,25.0,,0 %,In Stock,no,no,0.0,,no,no,no,,,,,,,,,0096619027293,2021/11/02,2021/11/14,https://www.amazon.com/dp/B09KMNXXPF?psc=1,https://keepa.com/#!product/1-B09KMNXXPF,Sports & Outdoors,"Camping & Hiking, Women, Socks",Sports & Outdoors › Outdoor Recreation › Camping & Hiking,no,B09KMNXXPF,096619027293,1524468,B09LT1K2HQ,B09KMNXXPF,1,,Kirkland Signature,Kirkland Signature,Apparel,1524468,Size: Medium; Color: Gray;,Gray,Medium,,,2248.0,19.0,17.4,6.8,223.0,0.0,,,,,222.0,no,no,no,no,no
0 %,-3 %,FRUIT,com,https://m.media-amazon.com/images/I/51r1o-IZugL.jpg;https://m.media-amazon.com/images/I/51HTlQHTd1L.jpg;https://m.media-amazon.com/images/I/511onM-fYXL.jpg;https://m.media-amazon.com/images/I/51SwfWd1trL.jpg,4,"Kirkland Signature Dried Cherries, 20 Ounce",Grocery,# 148 | Top 0.61% | Dried Fruits,100.0,"Description

Kirkland signature dried cherries are picked at the hieght of freshness. These tart, plump, and juicy cherries burst with flavor. Plop a handful in your mouth for a healthy snack, or pack them in your lunch.",20 ounce,,,,,13353.0,12924.0,11870.0,13633.0,5 %,-8 %,-3 %,-12 %,"-9,242",-99 %,4111.0,1545.0,79453.0,37.0,130.0,233.0,Grocery & Gourmet Food,4.7,2018.0,2014.0,2216.0,2195.0,0 %,0 %,9 %,1318.0,429.0,2024/03/21 14:16,2024/03/22 14:32,2024/03/22 14:32,7.99,30.17,98 %,no Amazon offer exists,no,13.99,3rd Party (A2EJ5P0T31TBJB),47 %,45 %,31 %,18 %,10.0,14.0,16.0,28.0,18.36,18.92,18.17,0 %,14 %,24 %,26 %,-1.73,-14 %,12.26,5.41,49.95,0 %,16.97,18.91,19.43,19.49,2 %,6 %,10 %,13 %,13.49,11.95,28.99,"A3J51UVUUM7B2R, A1NA3IKUVEP9VN",5.57,15.03 %,2.1,13.99,18.44,19.05,18.23,0 %,15 %,24 %,27 %,-0.09,-1 %,13.9,12.59,31.0,A2EJ5P0T31TBJB,0.0,0.0,100 %,18.38,18.38,18.38,8.74,24.52,no,no,7.43,7.43,30.0,29.0,24.0,21.0,0 %,0 %,-25 %,9.0,12.0,13.99,18.42,19.4,18.65,0 %,14 %,24 %,28 %,-0.5,-4 %,13.49,10.79,29.13,77.0,0 %,In Stock,no,no,0.0,,no,no,no,,,,,,,,,0096619141968,2011/04/09,,https://www.amazon.com/dp/B004CSGRS0?psc=1,https://keepa.com/#!product/1-B004CSGRS0,Grocery & Gourmet Food,"Dried Fruits, Deals_FreshProduce, Fruits & vegetables",Grocery & Gourmet Food › Produce › Dried Fruits & Vegetables › Dried Fruits,no,B004CSGRS0,096619141968,141960,B06XQ8CJCQ,"B07DBVGJ39,B004CSGRS0,B06XPZ5Q85",3,"B00IQBHZP8, B01E60RDQI",Kirkland Signature,Kirkland Signature,Grocery,141960,Size: 20 Ounce (Pack of 1);,,20 Ounce (Pack of 1),1.0,2013-12-03,2406.0,21.0,17.9,6.4,581.0,1.0,1792.0,16.0,7.0,16.0,567.0,no,no,no,no,no
-1 %,-3 %,SOCKS,com,https://m.media-amazon.com/images/I/71Huipz0f3L.jpg,1,"Kirkland Signature Men's Athletic Sock, 8 Count",Apparel,"# 13,479 | Top 0.17% | Sport Specific Clothing; # 676 | Top 0.34% | Men's Athletic Socks",100.0,"Features: Sorbtek moisture wicking yarns, Full cushion from top to bottom, Reinforced heel and toe Longer cuff, Vented for breathability, Smooth toe seem, Made in USA; Content: 71% Cotton, 25% Polyester, 3% Nylon 1%Spandex; Sizing: L: Fits men’s shoe size 8-12, XL: Fits men’s shoe size 13+; Care Instructions: Machine wash, warm Only, non-chlorine bleach when needed, Tumble dry medium, Do not Iron.",Sorbtek moisture wicking yarns,Full cushion from top to bottom,Made in the USA,,,115371.0,116893.0,108215.0,146080.0,5 %,9 %,1 %,-7 %,"7,177",6 %,122548.0,51960.0,4828428.0,52.0,181.0,312.0,"Clothing, Shoes & Jewelry",4.7,230.0,228.0,222.0,215.0,0 %,0 %,-4 %,-1.0,-1.0,2024/03/22 19:54,2024/03/22 19:54,2024/03/22 19:54,20.81,22.98,100 %,no Amazon offer exists,no,14.62,3rd Party (A2GASMC0D9HJYT),72 %,45 %,23 %,22 %,6.0,12.0,22.0,35.0,17.37,18.95,19.79,6 %,7 %,16 %,23 %,-4.63,-46 %,9.99,9.99,34.14,0 %,27.97,29.05,28.53,26.93,2 %,3 %,4 %,2 %,16.46,15.89,39.99,"A339SXZQ5OVMS3, A32CEBHMY3ZA",7.33,10.02 %,2.0,19.98,19.9,21.86,23.05,0 %,0 %,0 %,9 %,-3.56,-22 %,16.42,12.88,31.99,"AHPZL5QWHI011, AXEO9MPULPJD9",0.0,0.0,100 %,0.0,0.0,0.0,10.12,34.15,no,no,0.0,0.0,31.0,30.0,30.0,26.0,-7 %,-7 %,-3 %,3.0,18.0,20.0,19.96,22.23,23.43,0 %,0 %,0 %,10 %,-3.55,-22 %,16.45,12.88,53.02,5.0,0 %,,no,no,0.0,,no,no,no,,,,,,,,,0096619401918,2017/12/09,2017/10/28,https://www.amazon.com/dp/B077NNTH62,https://keepa.com/#!product/1-B077NNTH62,"Clothing, Shoes & Jewelry","Athletic Socks, Sport Specific Clothing","Clothing, Shoes & Jewelry › Men › Clothing › Active › Athletic Socks",no,B077NNTH62,096619401918,,,,0,"B005P2OZ68, B00J9G5B78",Kirkland Signature,Kirkland Signature,Apparel,,,White,2 Count (Pack of 8),1.0,2019-04-11,7451.0,26.5,21.3,13.2,790.0,1.0,,,,,776.0,no,no,no,no,no
0 %,0 %,SOCKS,com,https://m.media-amazon.com/images/I/41tEi-8dAKL.jpg;https://m.media-amazon.com/images/I/31hgYVLmy7L.jpg,2,"Kirkland Signature Men’s Athletic Sock 8-pair, White (White, 8-12)",,"# 100,877 | Top 0.12% | Men's Fashion; # 717 | Top 3% | Men's Running Socks",50.0,"✔ Sorbtek moisture wicking yarns
✔ Full cushion from top to bottom
✔ Reinforced heel and toe
✔ Longer cuff
✔ Vented for breathability
✔ Smooth toe seem",,,,,,376560.0,348351.0,266641.0,225325.0,0 %,-3 %,-8 %,-41 %,"-320,695",-99 %,55865.0,28321.0,1115276.0,67.0,207.0,343.0,"Clothing, Shoes & Jewelry",4.8,841.0,839.0,837.0,831.0,0 %,0 %,0 %,-1.0,-1.0,2024/03/22 21:04,2024/03/22 21:04,2024/03/22 07:48,0.0,0.0,100 %,no Amazon offer exists,no,21.53,,,,15 %,7 %,,,7.0,7.0,21.9,23.19,23.99,1 %,1 %,2 %,7 %,-5.99,-39 %,15.54,8.99,30.0,0 %,23.99,24.46,25.32,25.96,0 %,0 %,2 %,5 %,0.0,15.18,44.97,A9PR9F25FPUE0,7.33,16.98 %,0.0,21.67,21.92,23.26,24.49,0 %,0 %,1 %,7 %,-6.26,-41 %,15.41,12.98,30.0,,0.0,0.0,100 %,30.0,26.35,22.92,9.0,30.0,no,no,0.0,0.0,19.0,19.0,19.0,16.0,-6 %,-6 %,0 %,4.0,14.0,0.0,0.0,0.0,25.68,,,,,0.0,,15.57,12.98,35.99,,100 %,,no,yes,13.99,1399.0,no,no,no,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0096619392551,2017/12/04,2017/11/28,https://www.amazon.com/dp/B0784S6ZCJ,https://keepa.com/#!product/1-B0784S6ZCJ,"Clothing, Shoes & Jewelry","Men, Socks","Clothing, Shoes & Jewelry › Men",no,B0784S6ZCJ,096619392551,,,,0,"B005O33LJA, B00RNFPU32",,Kirkland Signature,Apparel,,,White,Regular,,,7319.0,25.5,22.6,12.7,812.0,0.0,,,,,,no,no,no,no,no
0 %,-24 %,SHAMPOO,com,https://m.media-amazon.com/images/I/31A1y7yyymL.jpg;https://m.media-amazon.com/images/I/41IPk4YhkGL.jpg;https://m.media-amazon.com/images/I/61J0GY3AfDL.jpg,3,"Kirkland Signature Professional Salon Formula Moisture Shampoo, 33.8 Fl. Oz.",Health and Beauty,"# 4,387 | Top 7% | Hair Shampoo",,"Description

Kirkland Signature Professional Salon Formula Moisture Shampoo 33.8 Ounce Bottle. For healthier, softer, shinier looking hair. Moisture nutrient complex. Made with pure organic extracts. Safe for color treated hair. Sulfate free, 100% vegan, Paraben free, and gluten free.","For healthier, softer, shinier looking hair. Moisture nutrient complex",Made with pure organic extracts,Kirkland Signature Professional Salon Formula Moisture Shampoo 33.8 Ounce Bottle,,,171182.0,206475.0,194935.0,205751.0,22 %,19 %,17 %,12 %,"-90,767",-99 %,80415.0,4975.0,319960.0,45.0,117.0,163.0,Beauty & Personal Care,4.5,533.0,533.0,532.0,532.0,0 %,0 %,0 %,498.0,197.0,2024/03/15 04:48,2024/03/22 19:18,2024/03/22 04:50,9.99,17.99,100 %,no Amazon offer exists,no,19.99,,,1 %,,,,1.0,1.0,3.0,19.13,19.08,19.33,0 %,0 %,-4 %,-5 %,-4.01,-25 %,15.98,9.99,39.99,0 %,19.99,19.99,19.99,19.99,0 %,0 %,0 %,0 %,17.97,16.5,29.99,AFCVFBP8X6XIQ,6.45,15.01 %,0.0,19.99,19.36,19.4,19.66,0 %,-1 %,-3 %,-3 %,-0.26,-1 %,19.73,13.19,34.88,A18SNFJ4PPXGKO,12.32,17.62,100 %,38.0,38.0,38.0,17.54,38.0,no,no,0.0,0.0,41.0,33.0,32.0,28.0,-21 %,-24 %,-28 %,1.0,17.0,0.0,0.0,19.99,19.99,,,,,0.0,,0.0,11.99,34.99,,100 %,,no,yes,11.99,1499.0,no,no,no,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,"0096619519828, 0524883419662, 0885221895259, 0885326270630",2011/05/10,2011/03/30,https://www.amazon.com/dp/B004W3GKU0,https://keepa.com/#!product/1-B004W3GKU0,Beauty & Personal Care,Shampoos,Beauty & Personal Care › Hair Care › Shampoo & Conditioner › Shampoos,no,B004W3GKU0,"524883419662, 096619519828, 885326270630, 885221895259",Kir-5399,,,0,"B00QCW31QU, B001JJMUOA",Kev and Cooper LLC,Kirkland Signature,Beauty,Kir-5399,,,33.8 Fl Oz (Pack of 1),1.0,2016-02-20,1521.0,28.3,8.4,6.4,1161.0,1.0,2163.0,10.2,7.6,27.9,1179.0,no,no,no,yes,no
0 %,0 %,SOCKS,com,https://m.media-amazon.com/images/I/51ibRfdgSlL.jpg,1,"Under Armour Women`s Essential Training No Show Socks 6 Pack (A(U344456-963)/B, Medium)",,# 392 | Top 3% | Women's Running Socks,,Under Armour Women`s Essential Training No Show Socks 6 Pack,,,,,,465794.0,429636.0,429636.0,400906.0,0 %,-8 %,-8 %,-8 %,,,,63520.0,841407.0,2.0,2.0,7.0,"Clothing, Shoes & Jewelry",4.2,15.0,15.0,14.0,19.0,0 %,0 %,-7 %,6.0,1.0,2024/03/20 00:02,2024/03/22 21:06,2024/03/21 21:56,0.0,0.0,100 %,no Amazon offer exists,no,24.87,3rd Party (A1YYJI5E4NDVOH),86 %,47 %,26 %,14 %,4.0,15.0,40.0,81.0,25.13,25.68,25.2,0 %,0 %,1 %,3 %,0.0,,0.0,8.99,40.0,0 %,25.48,25.45,26.47,25.64,0 %,0 %,0 %,4 %,0.0,15.37,29.93,"A1YYJI5E4NDVOH, AE1C5Q4DIFJIQ",6.02,16.99 %,4.33,24.87,25.13,25.72,26.01,0 %,0 %,1 %,3 %,0.0,,0.0,18.2,40.0,A1BIHH740K6WSU,0.0,0.0,100 %,40.0,40.0,40.0,40.0,40.0,no,no,0.0,0.0,15.0,15.0,15.0,15.0,0 %,6 %,0 %,4.0,10.0,25.48,25.43,26.0,25.94,0 %,0 %,0 %,2 %,0.0,,0.0,15.37,40.0,25.0,0 %,In Stock,yes,no,0.0,,no,no,no,,,,,,,,,0192370590226,2023/04/24,2023/12/22,https://www.amazon.com/dp/B0C39VWHDM?psc=1,https://keepa.com/#!product/1-B0C39VWHDM,"Clothing, Shoes & Jewelry",Socks,"Clothing, Shoes & Jewelry › Sport Specific Clothing › Running › Women › Socks",no,B0C39VWHDM,192370590226,,B0CQSQT7X9,"B0C39VWHDM,B0C39RBKD3",2,,Under Armour,Under Armour,Apparel,U3444S6,Size: Medium; Color: A(u344456-963)/B;,A(u344456-963)/B,Medium,,,2322.0,19.2,16.8,7.2,181.0,0.0,,,,,172.0,no,no,no,yes,no
